LoanID,CustomerID,LoanTypeID,LoanAmount_INR,InterestRate_Pct,Term_Months,StartDate,LoanStatus
LN-010725,CUST-01919,LT-102,640000,13.98,12,2024-08-18,Fully Paid
LN-010726,CUST-03089,LT-101,990000,9.41,120,2023-11-07,Active
LN-010727,CUST-05399,LT-103,820000,12.21,60,2025-10-23,Active
LN-010728,CUST-02573,LT-101,1870000,8.8,180,2021-12-23,Active
LN-010729,CUST-04144,LT-101,4490000,7.85,120,2025-01-13,Active
LN-010730,CUST-07670,LT-102,450000,14.27,48,2023-09-29,Active
LN-010731,CUST-01321,LT-102,350000,16.16,24,2023-10-28,Fully Paid
LN-010732,CUST-01506,LT-104,210000,10.24,84,2025-03-30,Active
LN-010733,CUST-13124,LT-102,210000,18.54,36,2023-07-25,Active
LN-010734,CUST-07172,LT-101,3130000,9.89,240,2023-11-13,Defaulted
LN-010735,CUST-09059,LT-103,930000,9.55,84,2023-01-02,Active
LN-010736,CUST-08359,LT-102,330000,15.1,36,2022-02-15,Fully Paid
LN-010737,CUST-07766,LT-102,630000,13.68,48,2025-05-04,Active
LN-010738,CUST-11019,LT-101,1380000,8.99,360,2022-01-22,Active
LN-010739,CUST-12465,LT-101,4490000,8.8,180,2022-12-06,Active
LN-010740,CUST-12693,LT-101,3920000,10.49,240,2024-09-30,Active
LN-010741,CUST-05662,LT-105,4280000,16.42,60,2023-11-26,Active
LN-010742,CUST-00221,LT-105,1810000,15.44,36,2022-02-05,Fully Paid
LN-010743,CUST-11790,LT-105,1700000,15.74,84,2022-04-01,Active
LN-010744,CUST-05922,LT-101,4970000,8.11,240,2022-07-13,Active
LN-010745,CUST-02001,LT-105,1600000,16.87,60,2021-11-10,Active
LN-010746,CUST-03413,LT-102,420000,13.37,60,2021-10-06,Active
LN-010747,CUST-14180,LT-103,580000,12.27,84,2024-01-05,Active
LN-010748,CUST-10197,LT-103,1050000,9.89,36,2022-10-19,Fully Paid
LN-010749,CUST-12226,LT-101,3300000,8.86,240,2023-07-19,Active
LN-010750,CUST-11332,LT-101,2530000,8.63,240,2024-09-11,Active
LN-010751,CUST-01973,LT-101,4060000,8.97,360,2024-01-01,Active
LN-010752,CUST-14373,LT-101,4490000,10.24,180,2024-08-04,Active
LN-010753,CUST-08694,LT-102,570000,17.52,48,2021-10-31,Fully Paid
LN-010754,CUST-10406,LT-102,1060000,13.74,60,2021-10-12,Active
LN-010755,CUST-04379,LT-102,990000,15.53,24,2021-09-29,Fully Paid
LN-010756,CUST-01439,LT-103,890000,11.26,120,2024-03-24,Defaulted
LN-010757,CUST-08404,LT-101,5190000,8.82,360,2025-03-29,Active
LN-010758,CUST-00402,LT-105,2830000,17.07,60,2025-06-26,Defaulted
LN-010759,CUST-05880,LT-104,390000,11.21,60,2025-05-01,Active
LN-010760,CUST-12267,LT-101,1120000,8.99,180,2022-03-01,Active
LN-010761,CUST-01517,LT-102,310000,13.97,48,2022-07-14,Active
LN-010762,CUST-13464,LT-104,1340000,12.34,36,2022-06-11,Fully Paid
LN-010763,CUST-04744,LT-102,750000,17.69,36,2025-06-29,Active
LN-010764,CUST-01669,LT-102,550000,13.27,36,2022-09-19,Fully Paid
LN-010765,CUST-02084,LT-106,1020000,17.52,36,2025-08-23,Active
LN-010766,CUST-00362,LT-104,530000,11.66,48,2024-12-16,Active
LN-010767,CUST-11685,LT-101,3370000,8.98,120,2024-12-14,Active
LN-010768,CUST-13514,LT-103,580000,9.65,48,2023-01-11,Active
LN-010769,CUST-00054,LT-104,1040000,11.91,120,2023-05-20,Defaulted
LN-010770,CUST-08071,LT-101,2420000,8.33,180,2024-05-29,Active
LN-010771,CUST-04232,LT-101,7720000,8.71,360,2024-10-11,Active
LN-010772,CUST-10354,LT-102,150000,15.82,60,2024-01-17,Active
LN-010773,CUST-00684,LT-105,1030000,16.27,60,2025-11-10,Active
LN-010774,CUST-04504,LT-102,480000,16.13,48,2025-11-26,Active
LN-010775,CUST-12042,LT-103,1220000,9.4,60,2024-06-10,Active
LN-010776,CUST-06123,LT-101,3990000,8.7,360,2025-06-09,Active
LN-010777,CUST-01110,LT-101,4810000,8.87,240,2022-09-17,Active
LN-010778,CUST-05427,LT-104,1280000,10.38,36,2024-07-02,Active
LN-010779,CUST-07010,LT-103,1010000,9.52,84,2023-08-28,Active
LN-010780,CUST-09511,LT-101,2620000,13.13,120,2021-09-24,Defaulted
LN-010781,CUST-09892,LT-104,820000,9.99,60,2023-10-13,Active
LN-010782,CUST-14979,LT-102,1070000,14.41,12,2024-08-13,Fully Paid
LN-010783,CUST-13728,LT-101,2210000,9.28,360,2023-01-17,Active
LN-010784,CUST-03488,LT-101,3230000,7.95,360,2021-06-02,Active
LN-010785,CUST-03544,LT-101,3250000,8.57,360,2022-08-24,Active
LN-010786,CUST-13144,LT-102,600000,13.64,24,2023-05-07,Fully Paid
LN-010787,CUST-12644,LT-105,3530000,19.45,36,2024-02-10,Defaulted
LN-010788,CUST-02524,LT-102,940000,14.39,48,2021-09-26,Fully Paid
LN-010789,CUST-07747,LT-103,1210000,14.16,48,2024-01-07,Active
LN-010790,CUST-06672,LT-101,2760000,8.94,240,2023-03-25,Active
LN-010791,CUST-11472,LT-101,3130000,8.75,240,2024-01-13,Active
LN-010792,CUST-10240,LT-102,690000,13.33,36,2024-12-31,Active
LN-010793,CUST-02383,LT-101,2720000,9.47,120,2021-08-03,Active
LN-010794,CUST-12855,LT-101,6260000,7.98,120,2024-07-12,Active
LN-010795,CUST-12687,LT-101,800000,8.09,240,2023-06-25,Active
LN-010796,CUST-06270,LT-101,2920000,8.99,360,2025-04-22,Active
LN-010797,CUST-09204,LT-104,1010000,11.43,120,2022-04-24,Active
LN-010798,CUST-09368,LT-102,530000,15.05,60,2023-01-08,Active
LN-010799,CUST-14636,LT-102,660000,14.59,24,2024-04-26,Fully Paid
LN-010800,CUST-09567,LT-102,270000,14.78,12,2025-10-27,Active
LN-010801,CUST-04346,LT-101,5040000,8.96,180,2022-03-31,Active
LN-010802,CUST-07342,LT-105,2480000,15.7,84,2024-04-10,Active
LN-010803,CUST-03705,LT-104,1320000,11.73,120,2022-10-11,Active
LN-010804,CUST-08372,LT-103,1400000,10.97,120,2024-09-07,Defaulted
LN-010805,CUST-07627,LT-101,6370000,8.21,240,2025-11-22,Active
LN-010806,CUST-13720,LT-101,2920000,8.25,240,2025-04-12,Active
LN-010807,CUST-10023,LT-101,6280000,8.68,240,2022-08-12,Active
LN-010808,CUST-03328,LT-102,620000,13.86,12,2022-11-25,Fully Paid
LN-010809,CUST-00689,LT-103,1600000,9.7,60,2022-10-22,Active
LN-010810,CUST-09296,LT-106,490000,16.89,18,2024-11-03,Fully Paid
LN-010811,CUST-02472,LT-102,410000,18.41,36,2024-01-23,Active
LN-010812,CUST-11050,LT-102,710000,13.18,48,2021-12-20,Fully Paid
LN-010813,CUST-06057,LT-103,820000,9.51,60,2021-11-07,Active
LN-010814,CUST-02920,LT-103,960000,9.59,60,2025-10-16,Active
LN-010815,CUST-13940,LT-101,2700000,9.48,180,2025-07-08,Active
LN-010816,CUST-03337,LT-101,4820000,7.86,240,2024-10-11,Active
LN-010817,CUST-09876,LT-103,1680000,12.19,60,2022-08-13,Active
LN-010818,CUST-00794,LT-101,3250000,8.62,180,2024-08-31,Active
LN-010819,CUST-06152,LT-104,970000,12.41,84,2024-10-06,Active
LN-010820,CUST-00840,LT-105,1710000,15.74,48,2022-03-08,Fully Paid
LN-010821,CUST-06013,LT-101,4620000,8.83,360,2024-10-11,Active
LN-010822,CUST-06763,LT-102,740000,13.51,12,2021-08-31,Fully Paid
LN-010823,CUST-03256,LT-102,920000,14.25,24,2023-10-25,Fully Paid
LN-010824,CUST-06742,LT-102,860000,14.11,24,2022-05-15,Fully Paid
LN-010825,CUST-13291,LT-103,1190000,9.22,60,2025-02-08,Active
LN-010826,CUST-00744,LT-101,2900000,9.87,180,2024-12-13,Active
LN-010827,CUST-07192,LT-105,2750000,15.87,84,2025-03-18,Active
LN-010828,CUST-01327,LT-102,1030000,15.2,36,2022-06-20,Defaulted
LN-010829,CUST-02437,LT-101,6490000,9.92,180,2024-02-14,Active
LN-010830,CUST-04943,LT-101,3370000,8.31,240,2024-07-21,Active
LN-010831,CUST-13590,LT-106,2270000,16.44,18,2024-03-26,Fully Paid
LN-010832,CUST-13321,LT-104,1240000,11.02,36,2021-10-04,Fully Paid
LN-010833,CUST-13888,LT-102,960000,14.55,12,2022-04-14,Fully Paid
LN-010834,CUST-02017,LT-105,1810000,14.8,36,2023-02-20,Fully Paid
LN-010835,CUST-03336,LT-102,1040000,13.6,48,2021-10-15,Fully Paid
LN-010836,CUST-07819,LT-103,700000,10.18,48,2021-10-01,Fully Paid
LN-010837,CUST-03362,LT-106,1530000,19.22,36,2023-09-07,Active
LN-010838,CUST-09991,LT-103,1000000,11.52,120,2022-10-28,Active
LN-010839,CUST-13850,LT-101,2450000,8.96,240,2022-09-11,Active
LN-010840,CUST-04868,LT-105,1350000,15.45,84,2021-09-21,Active
LN-010841,CUST-10087,LT-101,3540000,8.55,360,2025-08-21,Defaulted
LN-010842,CUST-01419,LT-105,2940000,16.0,60,2023-04-14,Active
LN-010843,CUST-02244,LT-106,310000,18.53,12,2023-06-03,Defaulted
LN-010844,CUST-10571,LT-101,4830000,8.18,360,2021-06-28,Active
LN-010845,CUST-05128,LT-101,2790000,8.62,180,2023-01-18,Active
LN-010846,CUST-08769,LT-104,1990000,11.74,84,2021-09-18,Active
LN-010847,CUST-13339,LT-101,3120000,8.2,180,2023-09-07,Active
LN-010848,CUST-01139,LT-104,1190000,11.95,60,2025-08-05,Active
LN-010849,CUST-09298,LT-102,760000,15.87,48,2024-02-16,Active
LN-010850,CUST-03635,LT-101,1210000,9.25,180,2023-06-25,Active
LN-010851,CUST-14641,LT-103,2390000,9.68,60,2021-10-16,Active
LN-010852,CUST-07050,LT-101,3000000,7.98,360,2025-01-26,Active
LN-010853,CUST-06380,LT-101,2520000,8.32,240,2023-03-13,Active
LN-010854,CUST-09480,LT-102,1020000,13.67,24,2023-12-06,Fully Paid
LN-010855,CUST-04705,LT-101,4600000,9.08,360,2021-12-29,Active
LN-010856,CUST-14249,LT-102,920000,14.91,48,2025-08-16,Active
LN-010857,CUST-03108,LT-103,680000,10.13,120,2023-04-20,Active
LN-010858,CUST-07057,LT-103,780000,10.3,60,2025-06-19,Active
LN-010859,CUST-04874,LT-102,800000,13.58,48,2022-12-10,Active
LN-010860,CUST-03401,LT-101,3330000,9.32,180,2022-05-20,Active
LN-010861,CUST-07005,LT-104,870000,14.14,84,2022-04-08,Defaulted
LN-010862,CUST-05734,LT-102,560000,14.28,12,2022-10-31,Fully Paid
LN-010863,CUST-11109,LT-101,7840000,8.79,120,2023-10-27,Active
LN-010864,CUST-11360,LT-101,2870000,8.88,240,2021-08-25,Active
LN-010865,CUST-03195,LT-103,2240000,9.49,120,2024-09-18,Active
LN-010866,CUST-01377,LT-101,1920000,13.01,120,2025-10-06,Active
LN-010867,CUST-10778,LT-101,1130000,8.24,180,2024-07-07,Active
LN-010868,CUST-05018,LT-103,350000,9.39,84,2024-08-07,Active
LN-010869,CUST-14765,LT-103,1530000,10.95,120,2022-04-26,Active
LN-010870,CUST-12112,LT-102,560000,13.47,48,2025-10-30,Active
LN-010871,CUST-05163,LT-102,670000,16.05,60,2022-05-23,Defaulted
LN-010872,CUST-11354,LT-104,1030000,11.76,120,2022-02-14,Active
LN-010873,CUST-09768,LT-102,630000,14.15,48,2024-02-21,Active
LN-010874,CUST-12980,LT-105,1340000,15.22,48,2024-02-14,Defaulted
LN-010875,CUST-04587,LT-105,2920000,15.63,120,2024-11-22,Active
LN-010876,CUST-06109,LT-102,500000,15.56,36,2021-11-01,Fully Paid
LN-010877,CUST-06893,LT-101,1490000,8.22,120,2025-07-01,Active
LN-010878,CUST-09043,LT-105,2030000,16.2,48,2024-04-29,Active
LN-010879,CUST-12463,LT-101,3290000,9.04,120,2022-03-04,Active
LN-010880,CUST-01923,LT-102,540000,13.39,48,2025-09-27,Active
LN-010881,CUST-06032,LT-103,1290000,10.17,84,2021-08-19,Active
LN-010882,CUST-00520,LT-101,2610000,9.58,180,2022-02-06,Active
LN-010883,CUST-12356,LT-104,950000,11.17,48,2024-07-15,Active
LN-010884,CUST-08898,LT-103,1820000,10.22,48,2023-08-07,Active
LN-010885,CUST-09563,LT-103,930000,10.55,84,2022-04-07,Active
LN-010886,CUST-05237,LT-101,5490000,9.7,120,2022-06-25,Active
LN-010887,CUST-01784,LT-101,4310000,8.63,180,2023-04-17,Active
LN-010888,CUST-04810,LT-102,740000,14.47,60,2023-08-26,Active
LN-010889,CUST-06251,LT-101,6340000,9.38,120,2022-11-04,Active
LN-010890,CUST-11490,LT-103,1580000,10.15,60,2025-08-02,Active
LN-010891,CUST-03813,LT-101,8140000,9.53,180,2023-08-23,Active
LN-010892,CUST-12940,LT-101,2630000,8.59,120,2023-02-17,Active
LN-010893,CUST-10701,LT-104,910000,12.44,48,2025-06-06,Defaulted
LN-010894,CUST-01767,LT-101,1920000,10.8,120,2024-10-01,Active
LN-010895,CUST-08751,LT-101,2860000,8.03,180,2022-04-10,Active
LN-010896,CUST-07336,LT-101,3610000,8.98,360,2025-11-15,Active
LN-010897,CUST-10115,LT-103,1390000,10.15,36,2025-11-03,Active
LN-010898,CUST-09021,LT-102,310000,14.21,36,2022-06-28,Fully Paid
LN-010899,CUST-09486,LT-101,2020000,8.86,180,2025-05-13,Active
LN-010900,CUST-07847,LT-101,2260000,8.09,120,2025-02-26,Active
LN-010901,CUST-14376,LT-106,1840000,16.93,12,2024-06-20,Fully Paid
LN-010902,CUST-06732,LT-101,5950000,9.6,180,2021-07-05,Active
LN-010903,CUST-12797,LT-103,1320000,9.5,84,2024-11-03,Active
LN-010904,CUST-03740,LT-105,1720000,14.73,84,2024-10-12,Active
LN-010905,CUST-03930,LT-102,1060000,13.44,12,2023-06-02,Fully Paid
LN-010906,CUST-11040,LT-102,550000,14.34,36,2024-03-07,Active
LN-010907,CUST-12447,LT-105,2640000,15.41,84,2022-08-12,Active
LN-010908,CUST-00760,LT-101,2170000,7.95,180,2025-05-02,Active
LN-010909,CUST-02110,LT-101,3930000,10.5,180,2025-10-25,Active
LN-010910,CUST-03252,LT-103,1380000,9.13,60,2024-10-29,Active
LN-010911,CUST-00129,LT-102,240000,14.14,24,2022-03-03,Fully Paid
LN-010912,CUST-04608,LT-106,1440000,18.17,18,2022-01-21,Fully Paid
LN-010913,CUST-02551,LT-101,3520000,10.37,240,2023-05-26,Active
LN-010914,CUST-13279,LT-105,1040000,14.74,48,2025-10-31,Active
LN-010915,CUST-13512,LT-106,460000,16.27,12,2023-02-15,Fully Paid
LN-010916,CUST-03444,LT-101,2370000,8.19,360,2024-10-13,Active
LN-010917,CUST-03944,LT-101,2860000,8.68,360,2023-05-01,Active
LN-010918,CUST-13320,LT-106,400000,16.46,36,2024-05-11,Active
LN-010919,CUST-03638,LT-105,2480000,16.71,36,2021-10-14,Fully Paid
LN-010920,CUST-11330,LT-101,5100000,8.35,240,2022-12-19,Active
LN-010921,CUST-08490,LT-101,2750000,9.15,240,2021-09-08,Defaulted
LN-010922,CUST-08605,LT-103,970000,11.12,36,2025-02-20,Active
LN-010923,CUST-10345,LT-101,4190000,9.35,240,2022-12-20,Active
LN-010924,CUST-12434,LT-102,240000,13.96,36,2024-06-08,Active
LN-010925,CUST-03921,LT-101,6540000,8.02,180,2022-05-01,Active
LN-010926,CUST-01699,LT-101,2290000,8.32,360,2023-08-23,Active
LN-010927,CUST-10837,LT-102,580000,13.89,12,2024-11-22,Fully Paid
LN-010928,CUST-09339,LT-102,1240000,13.84,36,2024-06-21,Active
LN-010929,CUST-06334,LT-104,2490000,12.55,60,2023-06-07,Active
LN-010930,CUST-00067,LT-103,1440000,9.59,120,2021-10-10,Active
LN-010931,CUST-12592,LT-101,4490000,9.16,240,2022-01-06,Active
LN-010932,CUST-02379,LT-103,1770000,10.29,84,2024-10-24,Active
LN-010933,CUST-05315,LT-104,1140000,12.7,36,2025-04-18,Active
LN-010934,CUST-00444,LT-103,1790000,10.23,84,2022-09-06,Active
LN-010935,CUST-10004,LT-104,640000,10.46,60,2023-03-23,Active
LN-010936,CUST-11900,LT-102,390000,15.28,24,2023-04-23,Fully Paid
LN-010937,CUST-11694,LT-105,2020000,19.42,120,2024-04-02,Active
LN-010938,CUST-10797,LT-103,280000,11.86,60,2024-03-23,Active
LN-010939,CUST-02516,LT-103,1270000,9.3,36,2024-10-11,Active
LN-010940,CUST-08121,LT-101,3370000,8.39,120,2023-05-27,Active
LN-010941,CUST-00265,LT-103,350000,11.16,48,2023-12-29,Active
LN-010942,CUST-04236,LT-101,1830000,8.5,360,2023-11-23,Active
LN-010943,CUST-00095,LT-101,4470000,10.26,120,2024-05-05,Active
LN-010944,CUST-00398,LT-103,300000,13.39,120,2022-06-30,Defaulted
LN-010945,CUST-12751,LT-103,1570000,9.66,36,2025-07-13,Active
LN-010946,CUST-05085,LT-102,500000,14.58,60,2021-08-31,Defaulted
LN-010947,CUST-04017,LT-103,1960000,10.72,84,2023-10-27,Active
LN-010948,CUST-12695,LT-104,1110000,10.97,84,2023-05-02,Active
LN-010949,CUST-13682,LT-104,550000,10.15,120,2021-12-04,Active
LN-010950,CUST-08951,LT-105,940000,15.32,84,2022-10-29,Active
LN-010951,CUST-07136,LT-105,4170000,16.77,36,2024-04-09,Active
LN-010952,CUST-06219,LT-103,660000,12.28,120,2025-07-21,Active
LN-010953,CUST-07025,LT-102,910000,14.96,24,2025-07-08,Active
LN-010954,CUST-08440,LT-101,2330000,8.69,240,2021-08-05,Active
LN-010955,CUST-04968,LT-105,2010000,16.33,120,2021-08-30,Active
LN-010956,CUST-07657,LT-101,3760000,9.06,180,2024-07-13,Active
LN-010957,CUST-00658,LT-104,1630000,11.76,84,2023-12-26,Active
LN-010958,CUST-13301,LT-101,920000,9.15,180,2024-08-17,Active
LN-010959,CUST-08187,LT-102,230000,13.86,24,2024-01-12,Fully Paid
LN-010960,CUST-10688,LT-101,2040000,10.62,240,2025-11-27,Active
LN-010961,CUST-02504,LT-104,330000,12.36,36,2023-10-22,Defaulted
LN-010962,CUST-06369,LT-102,220000,13.31,60,2024-05-06,Active
LN-010963,CUST-00702,LT-106,590000,16.98,12,2025-02-24,Fully Paid
LN-010964,CUST-12096,LT-104,1390000,12.22,36,2025-06-03,Active
LN-010965,CUST-02625,LT-103,620000,9.88,36,2024-09-13,Active
LN-010966,CUST-07604,LT-104,2270000,14.16,84,2022-09-15,Active
LN-010967,CUST-05153,LT-104,1150000,14.53,120,2024-06-24,Active
LN-010968,CUST-07810,LT-105,1760000,16.47,60,2021-12-23,Active
LN-010969,CUST-12021,LT-101,2290000,12.88,120,2022-07-02,Active
LN-010970,CUST-08295,LT-104,810000,11.19,120,2025-08-11,Active
LN-010971,CUST-09929,LT-101,4530000,8.36,360,2021-06-10,Active
LN-010972,CUST-06857,LT-105,1050000,15.64,120,2025-05-17,Active
LN-010973,CUST-06990,LT-101,4470000,8.8,120,2022-12-01,Active
LN-010974,CUST-03319,LT-101,4120000,12.46,180,2024-03-11,Defaulted
LN-010975,CUST-06772,LT-102,710000,13.97,24,2022-09-12,Fully Paid
LN-010976,CUST-08249,LT-105,3760000,15.54,60,2025-09-01,Active
LN-010977,CUST-00475,LT-101,5740000,10.99,240,2025-11-18,Active
LN-010978,CUST-05848,LT-101,4510000,9.47,180,2021-11-07,Active
LN-010979,CUST-03362,LT-104,1650000,12.37,60,2023-02-28,Active
LN-010980,CUST-07955,LT-104,780000,10.32,120,2023-01-29,Active
LN-010981,CUST-03171,LT-102,750000,17.89,60,2023-11-18,Active
LN-010982,CUST-08683,LT-103,780000,9.61,48,2024-05-30,Active
LN-010983,CUST-00949,LT-101,2540000,7.9,240,2022-06-03,Active
LN-010984,CUST-13814,LT-103,1620000,10.51,36,2022-10-29,Fully Paid
LN-010985,CUST-09090,LT-101,1870000,10.55,240,2023-01-11,Active
LN-010986,CUST-12692,LT-102,970000,13.17,48,2023-01-10,Active
LN-010987,CUST-08616,LT-101,3030000,8.7,360,2022-12-13,Active
LN-010988,CUST-02413,LT-101,2570000,8.98,240,2025-02-04,Active
LN-010989,CUST-03298,LT-101,6280000,9.16,180,2023-07-08,Active
LN-010990,CUST-03112,LT-105,4030000,14.79,120,2024-07-31,Defaulted
LN-010991,CUST-14466,LT-105,2160000,15.33,60,2024-05-12,Active
LN-010992,CUST-14000,LT-101,6320000,13.03,180,2022-09-07,Active
LN-010993,CUST-00708,LT-105,740000,15.12,120,2025-01-26,Active
LN-010994,CUST-09245,LT-105,4280000,15.38,60,2022-07-01,Active
LN-010995,CUST-07544,LT-101,7380000,9.04,120,2023-04-03,Active
LN-010996,CUST-00485,LT-103,450000,9.95,120,2025-02-18,Active
LN-010997,CUST-01530,LT-101,9730000,8.28,180,2022-03-18,Active
LN-010998,CUST-09974,LT-103,1540000,9.59,60,2024-05-27,Active
LN-010999,CUST-13061,LT-101,3030000,9.96,180,2023-08-22,Defaulted
LN-011000,CUST-09516,LT-105,1760000,15.11,84,2023-12-18,Active
LN-011001,CUST-08881,LT-104,690000,11.7,84,2023-09-18,Active
LN-011002,CUST-02781,LT-101,5080000,10.57,360,2025-06-07,Active
LN-011003,CUST-04827,LT-102,910000,15.32,12,2024-10-25,Fully Paid
LN-011004,CUST-07605,LT-101,4020000,8.79,180,2025-06-10,Active
LN-011005,CUST-08192,LT-101,6740000,8.81,360,2024-02-09,Active
LN-011006,CUST-00826,LT-101,1870000,8.04,360,2022-05-09,Active
LN-011007,CUST-10337,LT-102,390000,15.91,12,2023-11-03,Fully Paid
LN-011008,CUST-11263,LT-105,2490000,16.27,120,2024-08-09,Active
LN-011009,CUST-07647,LT-105,1960000,16.39,84,2023-11-23,Active
LN-011010,CUST-05930,LT-102,400000,13.99,60,2021-08-17,Active
LN-011011,CUST-01627,LT-101,4420000,8.63,180,2025-01-13,Active
LN-011012,CUST-08580,LT-102,910000,14.02,12,2023-06-01,Fully Paid
LN-011013,CUST-11345,LT-103,450000,9.58,36,2024-02-20,Active
LN-011014,CUST-06491,LT-101,2440000,8.87,120,2025-04-11,Active
LN-011015,CUST-02271,LT-104,960000,10.39,48,2025-01-01,Active
LN-011016,CUST-01710,LT-102,790000,15.62,24,2024-08-13,Active
LN-011017,CUST-00053,LT-101,2610000,9.35,240,2021-10-04,Active
LN-011018,CUST-09232,LT-101,3330000,9.88,240,2021-12-04,Active
LN-011019,CUST-08307,LT-104,500000,11.12,60,2024-01-28,Active
LN-011020,CUST-10818,LT-104,890000,10.9,120,2023-08-03,Active
LN-011021,CUST-10246,LT-102,500000,13.81,24,2022-09-02,Fully Paid
LN-011022,CUST-14357,LT-106,1540000,17.91,36,2025-07-21,Active
LN-011023,CUST-13043,LT-101,3430000,10.82,360,2025-06-10,Active
LN-011024,CUST-10751,LT-101,4050000,8.9,240,2024-06-05,Active
LN-011025,CUST-13591,LT-102,640000,13.93,36,2023-12-02,Active
LN-011026,CUST-14767,LT-103,820000,11.3,60,2021-10-22,Active
LN-011027,CUST-06784,LT-102,600000,14.72,60,2024-08-13,Active
LN-011028,CUST-13755,LT-103,1320000,10.54,60,2021-07-16,Active
LN-011029,CUST-03083,LT-105,1550000,16.23,36,2022-11-16,Fully Paid
LN-011030,CUST-06616,LT-102,410000,14.96,60,2023-10-15,Active
LN-011031,CUST-07544,LT-106,1510000,17.52,18,2022-08-22,Fully Paid
LN-011032,CUST-08641,LT-105,1300000,17.07,36,2024-04-16,Active
LN-011033,CUST-11233,LT-103,1080000,10.85,120,2022-06-05,Active
LN-011034,CUST-02849,LT-103,1720000,12.12,48,2024-10-18,Defaulted
LN-011035,CUST-08282,LT-103,900000,9.13,84,2023-08-16,Active
LN-011036,CUST-10632,LT-105,3250000,15.54,120,2021-08-04,Active
LN-011037,CUST-10653,LT-104,940000,10.66,84,2025-10-06,Active
LN-011038,CUST-01115,LT-103,1560000,11.28,60,2024-09-27,Active
LN-011039,CUST-14408,LT-104,1670000,10.33,48,2025-06-10,Active
LN-011040,CUST-06941,LT-102,240000,14.87,60,2024-03-30,Active
LN-011041,CUST-08921,LT-102,370000,14.01,48,2023-08-25,Active
LN-011042,CUST-09405,LT-105,800000,15.64,84,2023-04-09,Active
LN-011043,CUST-06345,LT-101,3300000,9.62,360,2021-12-11,Active
LN-011044,CUST-00185,LT-104,1050000,10.95,48,2023-02-22,Active
LN-011045,CUST-00226,LT-103,640000,9.82,60,2022-04-12,Active
LN-011046,CUST-06200,LT-101,5370000,8.88,240,2025-03-14,Active
LN-011047,CUST-12699,LT-102,400000,15.86,48,2024-02-07,Active
LN-011048,CUST-14487,LT-103,800000,10.51,48,2022-11-23,Active
LN-011049,CUST-14725,LT-103,850000,10.52,120,2024-09-12,Active
LN-011050,CUST-06537,LT-103,590000,10.99,84,2025-02-19,Active
LN-011051,CUST-13985,LT-101,3590000,8.04,360,2024-08-18,Active
LN-011052,CUST-12988,LT-104,1910000,10.62,60,2024-01-09,Active
LN-011053,CUST-08261,LT-101,1270000,8.45,360,2023-07-03,Active
LN-011054,CUST-11157,LT-106,650000,20.4,24,2024-02-02,Fully Paid
LN-011055,CUST-14878,LT-101,3500000,10.95,240,2025-07-06,Active
LN-011056,CUST-08579,LT-103,1650000,9.84,48,2023-04-07,Active
LN-011057,CUST-01038,LT-104,1850000,15.07,60,2022-04-27,Active
LN-011058,CUST-14340,LT-101,960000,8.61,360,2022-05-27,Active
LN-011059,CUST-14859,LT-103,570000,11.15,120,2025-10-09,Active
LN-011060,CUST-02616,LT-101,1930000,7.87,180,2022-05-07,Active
LN-011061,CUST-07969,LT-101,3900000,8.1,240,2025-02-14,Active
LN-011062,CUST-09634,LT-101,4070000,9.03,360,2022-02-04,Active
LN-011063,CUST-00770,LT-101,5650000,9.62,120,2023-05-26,Active
LN-011064,CUST-05105,LT-103,290000,10.06,120,2025-05-11,Active
LN-011065,CUST-11910,LT-106,860000,17.51,36,2023-08-07,Active
LN-011066,CUST-14182,LT-103,1030000,9.21,60,2025-07-27,Active
LN-011067,CUST-02678,LT-103,1250000,10.2,48,2025-01-24,Active
LN-011068,CUST-06054,LT-102,830000,13.3,36,2022-03-03,Fully Paid
LN-011069,CUST-02816,LT-101,2540000,8.09,360,2023-08-31,Active
LN-011070,CUST-08918,LT-103,1040000,9.43,48,2023-03-01,Active
LN-011071,CUST-11010,LT-101,2310000,8.97,240,2025-08-29,Active
LN-011072,CUST-04363,LT-103,2000000,10.58,48,2025-11-04,Active
LN-011073,CUST-06184,LT-104,830000,11.4,120,2025-02-12,Active
LN-011074,CUST-05285,LT-101,5300000,8.65,240,2021-06-29,Active
LN-011075,CUST-08251,LT-104,1410000,12.08,36,2025-07-08,Active
LN-011076,CUST-00381,LT-105,1850000,16.09,84,2025-10-02,Active
LN-011077,CUST-06919,LT-103,1760000,12.24,36,2025-07-23,Active
LN-011078,CUST-08945,LT-102,210000,14.36,36,2023-03-22,Fully Paid
LN-011079,CUST-12718,LT-103,1380000,10.16,120,2023-06-06,Active
LN-011080,CUST-01231,LT-104,580000,12.31,84,2023-04-11,Active
LN-011081,CUST-11103,LT-103,540000,12.2,36,2024-06-08,Active
LN-011082,CUST-07367,LT-103,770000,10.22,60,2023-11-30,Active
LN-011083,CUST-09778,LT-102,620000,15.03,48,2021-11-30,Fully Paid
LN-011084,CUST-02199,LT-101,4610000,8.31,240,2024-06-26,Active
LN-011085,CUST-02569,LT-101,2160000,8.11,180,2021-09-03,Active
LN-011086,CUST-10344,LT-102,830000,13.33,12,2024-05-26,Fully Paid
LN-011087,CUST-04678,LT-103,1900000,10.34,60,2025-07-21,Active
